Date	Location	Crop	Soil_Moisture	Temperature_C	Yield_kg_per_hectare
26032024	Punjab	Cucumber	29.47	29.14	12363.96
20102024	West Bengal	Onion	28.21	25.61	21224.08
11082024	West Bengal	Rice	48.85	36.45	4006.96
21032022	Bihar	Tomato	36.83	26.9	36230.5
26102024	Uttar Pradesh	Potato	30.16	22.28	20957.45
1012022	Uttar Pradesh	Tomato	27.03	25.14	37156.34
20072023	Karnataka	Wheat	24.5	22.46	4255.87
16112020	Haryana	Rice	53.9	29.3	3112.82
13042020	Punjab	Tomato	26.27	22.35	31960.32
24042021	Tamil Nadu	Onion	28.76	23.6	21029.98
2092021	Uttar Pradesh	Barley	22.93	18.64	2323.9
28092024	Haryana	Wheat	23.64	20.81	3575.48
8112024	Punjab	Wheat	32.87	24.6	2975.0
17052023	Uttar Pradesh	Rice	52.29	31.34	3297.54
1102024	West Bengal	Wheat	25.24	25.57	3473.58
12052022	Maharashtra	Onion	32.93	25.48	24251.34
17082024	Tamil Nadu	Wheat	30.53	26.12	4913.82
2112021	Punjab	Onion	32.08	25.37	27269.86
14062021	Haryana	Cucumber	31.31	27.87	12563.92
1032021	Maharashtra	Barley	22.45	18.4	3479.28
4052021	Karnataka	Tomato	28.41	29.5	32553.9
6092022	Karnataka	Rice	49.12	29.51	2604.5
24112022	Punjab	Tomato	39.45	23.98	34846.62
2062021	Uttar Pradesh	Potato	40.77	14.79	18497.08
18032021	Maharashtra	Tomato	38.62	25.48	37129.91
20032024	Tamil Nadu	Wheat	27.45	17.38	2450.33
7062020	Uttar Pradesh	Tomato	40.79	28.02	27542.89
20012021	Punjab	Potato	33.97	17.77	21320.94
30072021	Bihar	Potato	37.45	21.14	26272.6
25042023	West Bengal	Rice	51.69	32.09	5953.7
22092022	Maharashtra	Cucumber	36.9	27.37	15975.25
27072021	Maharashtra	Barley	17.36	18.82	2965.82
16112021	Maharashtra	Wheat	23.01	20.79	4008.49
2032021	Punjab	Potato	37.35	19.64	18227.22
12112022	Uttar Pradesh	Cucumber	38.41	25.05	18682.45
21062022	Uttar Pradesh	Wheat	21.74	20.05	4456.95
21062024	Punjab	Cucumber	37.24	29.66	10967.85
20042022	Uttar Pradesh	Wheat	30.48	18.45	3661.74
16052020	Bihar	Wheat	27.82	26.98	1750.0
3092023	Maharashtra	Tomato	32.63	30.3	30456.82
26012021	Karnataka	Tomato	40.29	27.53	38209.11
18122020	Punjab	Tomato	37.34	25.56	35387.74
5102021	Tamil Nadu	Potato	29.11	18.52	17093.62
4052024	Karnataka	Barley	23.97	17.31	3517.58
23082020	West Bengal	Barley	21.65	19.2	3259.83
1032023	Karnataka	Rice	41.17	32.6	3531.97
16092023	Maharashtra	Wheat	30.82	17.74	3895.69
16102024	West Bengal	Potato	26.55	19.22	15498.59
26012020	West Bengal	Wheat	22.24	21.76	5285.66
12072022	Tamil Nadu	Rice	43.46	42.62	2100.0
10062024	Haryana	Rice	34.85	32.88	4136.07
9082022	Tamil Nadu	Wheat	29.91	28.86	3612.59
18022020	West Bengal	Tomato	26.58	23.58	25773.15
21122023	Bihar	Cucumber	29.53	32.51	8740.41
29012022	Haryana	Onion	30.22	25.83	20868.45
29052020	Tamil Nadu	Rice	38.57	30.4	4673.81
28092021	Punjab	Rice	48.22	36.38	3814.11
13082024	West Bengal	Wheat	32.39	22.49	3089.75
12112023	Karnataka	Rice	41.87	32.19	5319.03
23072020	Maharashtra	Rice	47.82	29.44	5769.89
12092020	West Bengal	Wheat	29.09	21.9	5074.31
13092020	Maharashtra	Cucumber	41.16	29.32	11563.12
29072021	Karnataka	Tomato	31.2	25.04	25900.73
2012023	Haryana	Cucumber	25.99	29.76	13005.42
6112024	Bihar	Cucumber	33.08	24.12	16656.45
3022021	Haryana	Rice	52.38	37.01	4309.82
1102024	Punjab	Cucumber	39.83	29.17	15333.26
21092023	Bihar	Rice	46.97	33.28	4226.11
27022020	Tamil Nadu	Onion	30.26	32.84	12588.88
21032023	Punjab	Cucumber	30.44	30.01	21806.6
27082021	Maharashtra	Barley	32.15	14.29	2627.01
13022023	Tamil Nadu	Barley	25.31	20.41	3140.84
7062023	West Bengal	Cucumber	32.62	24.84	12913.89
1122020	Bihar	Wheat	24.43	22.56	4816.66
7012023	Punjab	Cucumber	25.77	27.1	10743.45
3052024	Tamil Nadu	Potato	35.25	22.54	15427.93
21062020	Tamil Nadu	Tomato	39.05	31.48	35983.19
24032023	Uttar Pradesh	Onion	23.13	19.8	16699.78
8072021	Punjab	Barley	19.08	20.23	3725.73
9112024	Maharashtra	Tomato	27.1	23.49	29598.23
2042023	Haryana	Potato	35.83	19.6	26549.02
11082022	Uttar Pradesh	Cucumber	26.61	25.31	11918.01
21092024	Maharashtra	Tomato	33.7	31.41	26178.23
2072021	Punjab	Onion	30.16	19.42	13368.79
3032023	Bihar	Potato	26.44	17.41	13117.55
30062023	Haryana	Barley	32.07	18.26	3107.51
27082023	Punjab	Potato	34.27	18.28	20887.52
6012021	West Bengal	Barley	21.22	22.91	3486.7
16052020	Bihar	Potato	36.24	21.36	23644.09
16052022	Bihar	Onion	31.27	24.62	25354.63
24072020	Karnataka	Tomato	37.09	31.92	32597.02
10062020	Bihar	Barley	25.22	13.7	1591.69
21072024	Karnataka	Cucumber	40.46	24.91	17245.43
16092024	Karnataka	Cucumber	27.82	24.7	13396.06
18122024	West Bengal	Cucumber	27.9	29.6	23077.18
27032020	Karnataka	Rice	36.99	32.33	3129.2
22112021	Karnataka	Onion	25.13	32.85	16953.22
17072024	Tamil Nadu	Onion	29.01	25.18	18758.13
21062020	Karnataka	Potato	30.2	20.82	22695.26
9102023	Uttar Pradesh	Rice	36.26	32.51	4978.73
26032024	Bihar	Cucumber	26.45	27.67	16931.11
14102022	Haryana	Potato	33.79	19.9	18220.67
18012024	Maharashtra	Potato	25.68	24.52	15600.48
20032024	Karnataka	Potato	30.08	19.54	13930.49
6012021	Punjab	Potato	28.48	19.3	18112.51
14102020	West Bengal	Rice	53.29	33.52	5333.59
11082022	Tamil Nadu	Potato	29.3	25.55	16649.42
4042020	Punjab	Onion	29.34	20.1	13434.87
8072022	Tamil Nadu	Rice	47.51	43.28	2100.0
21072023	Maharashtra	Rice	46.23	30.46	5260.79
23092023	Uttar Pradesh	Cucumber	36.18	26.74	17090.14
15112020	Punjab	Onion	29.18	21.82	11358.34
3102022	Karnataka	Rice	53.69	30.93	3120.14
10062024	Punjab	Cucumber	30.21	31.32	16253.18
20072023	Haryana	Barley	26.98	23.36	2480.97
30102022	Maharashtra	Potato	27.22	22.06	24668.66
8022023	Bihar	Onion	27.42	25.71	28067.71
12012021	Tamil Nadu	Onion	25.31	30.52	18984.46
3102023	West Bengal	Potato	28.57	15.96	10500.0
16042022	Bihar	Barley	27.54	22.63	2034.95
13032022	Maharashtra	Onion	35.72	24.12	26190.12
17052020	Uttar Pradesh	Cucumber	29.15	23.02	10125.75
10072022	Maharashtra	Barley	26.76	15.67	3390.27
14122021	Punjab	Wheat	23.29	16.21	2331.64
2122021	Tamil Nadu	Wheat	28.77	22.57	3646.04
10092022	Maharashtra	Onion	30.55	22.48	21587.86
20072024	Karnataka	Tomato	35.65	26.36	18745.28
25112020	Karnataka	Onion	23.22	25.01	25408.99
13022022	Bihar	Tomato	29.19	29.48	21987.87
29122023	Karnataka	Onion	30.65	23.79	17091.35
19062021	Tamil Nadu	Cucumber	33.91	27.95	15903.98
13042021	Uttar Pradesh	Barley	20.55	15.19	2560.07
20062024	Maharashtra	Wheat	30.83	16.03	2083.01
18042022	Bihar	Onion	27.78	24.31	25219.28
9022023	Bihar	Cucumber	38.66	31.96	15312.42
21042022	Tamil Nadu	Onion	23.91	26.17	21061.88
23082020	Punjab	Wheat	30.15	24.23	4229.69
20012023	Haryana	Tomato	35.02	26.37	35762.89
12072023	Maharashtra	Onion	25.64	23.64	23441.39
18092022	Punjab	Wheat	20.39	23.21	2611.38
29032024	Tamil Nadu	Tomato	37.58	26.4	27167.77
14022024	Maharashtra	Tomato	28.58	21.6	27538.24
19032022	Karnataka	Potato	30.39	19.29	16595.26
6022021	Haryana	Barley	25.65	17.62	2995.5
3092022	Karnataka	Tomato	29.49	30.24	26856.2
24052023	Punjab	Onion	22.24	26.08	20243.01
6122020	Karnataka	Rice	48.03	33.03	6454.31
5022024	Karnataka	Barley	29.48	21.83	3335.1
15012022	Uttar Pradesh	Barley	23.34	20.35	3807.46
18112021	Tamil Nadu	Barley	25.71	23.81	2623.83
16012022	Tamil Nadu	Rice	47.84	33.91	4630.09
16102020	Uttar Pradesh	Tomato	41.71	27.22	25563.91
17092023	Karnataka	Wheat	30.89	26.81	4267.17
9052020	Punjab	Rice	49.96	38.1	3479.04
27052023	Karnataka	Wheat	30.1	26.82	3593.37
11032024	West Bengal	Potato	38.93	23.37	19883.41
2022022	Punjab	Potato	31.48	21.92	19365.69
13082024	Uttar Pradesh	Tomato	38.1	25.92	36825.37
28032020	Uttar Pradesh	Cucumber	36.28	28.5	20812.25
30062021	Karnataka	Rice	36.35	31.76	4964.66
29102023	Bihar	Cucumber	28.41	23.42	14747.51
20122023	Bihar	Cucumber	34.77	26.25	20417.22
11122023	Uttar Pradesh	Wheat	32.51	21.5	5011.07
14032023	Karnataka	Rice	39.79	28.8	2733.43
28112023	Haryana	Potato	28.22	18.35	13849.14
18102021	Uttar Pradesh	Onion	20.1	24.91	27482.63
24122023	Bihar	Rice	49.42	29.11	4662.56
19112020	Maharashtra	Cucumber	28.61	30.94	17783.64
7052023	Karnataka	Onion	30.02	19.44	17025.18
10082023	Haryana	Onion	24.35	23.37	16742.86
2012020	Maharashtra	Potato	28.28	18.31	10500.0
22062023	Bihar	Tomato	35.57	29.86	17945.17
11122024	Haryana	Onion	26.6	31.44	10500.0
4082024	Maharashtra	Potato	34.73	21.93	28120.68
7052020	Karnataka	Onion	23.15	26.15	24243.5
22072022	West Bengal	Potato	31.83	22.01	16669.05
9052020	Bihar	Potato	28.16	20.44	30938.84
17122023	Uttar Pradesh	Potato	26.0	17.04	26624.95
19102023	West Bengal	Barley	17.6	18.13	3002.84
28012022	Maharashtra	Onion	31.93	25.23	16889.28
23052022	Uttar Pradesh	Cucumber	25.86	24.2	9946.15
27082024	Karnataka	Tomato	31.95	22.43	19210.74
4102020	West Bengal	Tomato	34.84	25.67	32819.33
7102020	Haryana	Potato	33.9	16.38	13694.44
28022021	Karnataka	Onion	22.87	29.04	21077.52
21032023	Uttar Pradesh	Wheat	24.19	15.75	2057.37
6032021	Haryana	Tomato	30.87	21.66	17900.06
18072022	Uttar Pradesh	Cucumber	39.17	33.41	8265.11
3122020	Punjab	Barley	18.68	23.15	3041.1
26102022	Tamil Nadu	Cucumber	26.51	34.96	15649.85
21012023	Karnataka	Barley	29.7	26.86	1713.81
4102021	Punjab	Wheat	36.24	24.22	2397.08
25092020	Punjab	Tomato	38.96	24.63	16763.55
26112024	Maharashtra	Onion	31.96	31.63	13698.97
6082022	West Bengal	Tomato	31.23	29.35	19008.09
1072024	West Bengal	Rice	41.93	29.73	5521.4
21092022	Punjab	Tomato	35.4	23.44	17749.14
5032020	Uttar Pradesh	Cucumber	37.13	28.3	23686.64
4102023	Karnataka	Cucumber	30.68	29.53	12869.09
6112022	West Bengal	Rice	39.02	41.21	2544.16
18122020	Maharashtra	Wheat	21.09	25.35	4184.59
27072020	Tamil Nadu	Cucumber	36.14	33.09	15296.11
27032024	Bihar	Tomato	25.36	31.24	15139.44
21062023	Tamil Nadu	Barley	14.25	22.93	2470.63
26032021	Karnataka	Onion	27.6	25.07	27377.19
9012023	Tamil Nadu	Tomato	26.83	26.98	30486.95
11102021	West Bengal	Barley	28.19	21.72	2347.03
23082022	Tamil Nadu	Wheat	23.04	24.58	5467.0
16112024	Bihar	Rice	45.89	37.03	2100.0
8052020	Karnataka	Cucumber	26.78	33.51	16940.14
5102024	Haryana	Barley	25.34	25.63	1400.0
21072022	Maharashtra	Barley	28.43	14.57	1668.45
5122021	West Bengal	Rice	49.03	36.01	3503.3
27012023	Tamil Nadu	Onion	35.66	28.22	16607.22
21042023	Haryana	Wheat	21.39	24.5	2307.17
9042022	Haryana	Potato	25.86	23.13	24935.49
16102024	Punjab	Wheat	34.43	19.24	3213.2
7112022	Maharashtra	Potato	38.63	17.86	24603.93
2022022	Punjab	Cucumber	38.6	35.44	7000.0
13032024	Karnataka	Wheat	25.5	23.74	3747.9
4102021	Haryana	Onion	23.35	24.24	24254.42
26052020	West Bengal	Onion	34.93	30.6	20493.09
14112021	Bihar	Rice	41.0	28.73	5729.41
28042021	Bihar	Barley	25.36	14.45	2788.56
8122023	Bihar	Onion	19.52	23.33	25491.56
19062023	West Bengal	Barley	20.54	20.06	3786.86
28022022	Bihar	Potato	40.91	17.25	16205.23
21012022	Punjab	Tomato	38.23	30.97	22395.61
19092020	West Bengal	Onion	24.24	25.57	15018.62
24092023	Bihar	Rice	50.1	28.79	4373.82
20082020	West Bengal	Barley	27.87	14.1	1517.04
3042022	Haryana	Cucumber	34.93	28.76	20405.47
3082022	Haryana	Wheat	24.91	25.65	2382.62
6032020	Tamil Nadu	Rice	40.51	30.52	2596.18
6032024	Haryana	Onion	26.33	31.15	16607.81
13102022	Tamil Nadu	Tomato	32.26	31.52	35489.72
6032024	Haryana	Wheat	21.79	16.21	2997.68
6122021	West Bengal	Tomato	29.49	26.03	28377.18
13092023	West Bengal	Wheat	20.43	23.87	3912.43
17092024	Karnataka	Barley	24.8	18.21	3420.41
7062021	Tamil Nadu	Tomato	33.59	30.78	23333.98
15032021	Uttar Pradesh	Wheat	33.14	14.83	3468.16
19062022	Haryana	Cucumber	28.17	31.91	17137.68
7032021	West Bengal	Onion	22.67	21.9	21701.64
19112024	Bihar	Tomato	25.63	26.61	26258.45
11082024	Karnataka	Tomato	34.93	27.78	19655.69
11112022	Haryana	Tomato	38.29	21.78	17994.95
25042021	Punjab	Wheat	27.2	21.21	4433.32
8042020	Maharashtra	Rice	36.74	27.59	4337.54
13082023	West Bengal	Onion	21.19	27.96	16872.74
25092023	West Bengal	Onion	30.37	28.67	23493.03
15052024	Bihar	Potato	37.25	19.44	22763.81
1102020	West Bengal	Potato	35.59	22.84	15622.88
4062023	Bihar	Onion	23.16	24.51	20973.05
17032021	Maharashtra	Rice	53.41	32.58	5874.26
11062022	Karnataka	Barley	27.06	17.55	2380.29
20052022	Uttar Pradesh	Wheat	23.36	25.56	3327.09
15042024	West Bengal	Tomato	27.72	33.89	17139.91
6102022	Tamil Nadu	Onion	31.68	28.51	17130.57
21062021	Punjab	Barley	22.7	18.56	3194.35
8072020	Maharashtra	Potato	26.03	17.7	14717.95
29102022	Tamil Nadu	Barley	24.96	24.95	2895.0
30032020	Haryana	Tomato	29.79	25.31	39260.3
14062020	Haryana	Rice	47.69	40.26	2191.56
15012023	Uttar Pradesh	Wheat	30.68	24.47	3477.17
23122021	Karnataka	Wheat	31.75	27.13	3334.96
14042023	Maharashtra	Barley	28.5	18.49	3384.04
7012020	Tamil Nadu	Potato	31.78	22.57	19773.68
27112020	Uttar Pradesh	Wheat	24.35	24.78	2658.07
19032020	Tamil Nadu	Tomato	29.0	26.29	14000.0
15052020	Maharashtra	Cucumber	40.43	28.81	16791.78
8112021	Maharashtra	Tomato	37.82	25.98	42782.41
3032023	Uttar Pradesh	Potato	33.43	20.22	15355.78
6062020	Uttar Pradesh	Cucumber	28.94	27.53	24958.15
30072024	Uttar Pradesh	Rice	44.8	36.34	4980.66
1052022	Uttar Pradesh	Barley	30.41	14.97	3318.37
13012022	Tamil Nadu	Barley	19.59	24.07	3775.62
21092021	Punjab	Barley	22.86	19.81	1631.42
14112020	West Bengal	Tomato	25.65	27.06	40347.71
20092023	Karnataka	Onion	28.92	30.44	19119.55
4102023	Maharashtra	Potato	41.3	22.3	29106.17
10112022	Punjab	Rice	35.29	27.51	4224.72
24052024	Bihar	Potato	26.5	17.0	25694.27
15042021	Karnataka	Barley	21.4	23.77	2775.99
20012024	Uttar Pradesh	Tomato	30.56	21.6	29965.22
14052021	Bihar	Onion	32.54	18.1	20019.68
27112022	Maharashtra	Cucumber	30.02	29.25	9449.2
30012020	West Bengal	Wheat	30.36	25.29	3330.05
7092022	Karnataka	Onion	24.01	20.91	21134.86
1102022	Punjab	Rice	42.78	27.94	4959.82
16072022	Punjab	Potato	36.5	23.05	23340.4
30062020	West Bengal	Barley	24.03	20.64	3035.21
9012022	Tamil Nadu	Onion	27.18	22.89	10500.0
11112022	Haryana	Rice	48.07	27.91	2623.99
15022020	West Bengal	Barley	24.52	23.84	2165.29
16042022	Tamil Nadu	Onion	34.51	30.57	13180.79
29012022	Tamil Nadu	Onion	28.95	26.17	14361.06
17022021	Tamil Nadu	Cucumber	32.7	29.07	8076.13
27042023	Maharashtra	Barley	22.48	21.12	3749.07
20042020	Haryana	Barley	26.53	17.15	2389.84
26022024	West Bengal	Onion	31.81	27.31	18797.48
3012024	Maharashtra	Potato	34.89	18.22	17116.59
15022024	Karnataka	Barley	19.06	19.97	2572.75
7102021	Karnataka	Rice	50.71	29.16	3360.24
5052024	Karnataka	Wheat	25.79	25.74	2799.7
2082023	Uttar Pradesh	Tomato	35.35	31.46	16162.76
5122023	Punjab	Tomato	26.96	28.78	25984.32
23052021	Punjab	Barley	23.22	19.94	3185.01
29052022	Bihar	Cucumber	37.3	29.0	18604.1
6042023	West Bengal	Onion	31.71	22.41	18559.27
28072020	Haryana	Tomato	39.88	29.56	32102.41
26052023	Uttar Pradesh	Potato	39.29	17.43	16478.05
25092023	Haryana	Cucumber	42.32	28.77	12160.25
7032023	Uttar Pradesh	Barley	25.92	15.07	1941.41
12112023	Karnataka	Cucumber	26.96	33.62	11524.12
21102023	Karnataka	Cucumber	35.16	28.99	10104.34
14092021	West Bengal	Onion	31.87	29.07	17964.52
15082023	West Bengal	Barley	21.3	26.12	1568.36
7072021	Karnataka	Barley	23.96	22.43	1824.85
9062021	Punjab	Rice	36.8	29.28	3719.99
28032024	Maharashtra	Rice	46.62	28.2	4412.77
28062021	Punjab	Onion	30.77	28.33	21795.74
17042022	Tamil Nadu	Potato	28.52	23.28	22074.06
13022022	Karnataka	Wheat	29.94	26.18	4117.07
29072020	Tamil Nadu	Tomato	35.1	26.8	25400.72
30102024	Punjab	Onion	23.37	28.67	19383.85
7112024	Punjab	Onion	19.0	23.62	21593.53
5122022	Punjab	Potato	23.92	18.04	26228.33
1052022	Punjab	Cucumber	31.73	27.13	9223.24
24122024	Maharashtra	Tomato	22.54	29.31	27344.67
25042021	Haryana	Tomato	24.12	25.41	28898.66
11032022	Maharashtra	Rice	54.37	29.89	5839.12
1092020	West Bengal	Barley	28.31	21.52	3018.63
4012024	Karnataka	Rice	49.33	28.05	4838.36
7062020	Tamil Nadu	Tomato	35.11	26.21	18485.78
19032021	Punjab	Cucumber	38.28	34.15	13129.26
28112023	Uttar Pradesh	Barley	26.38	15.17	1776.21
4022023	Tamil Nadu	Potato	30.92	23.28	18190.19
4122022	Karnataka	Potato	25.67	21.94	19941.73
29122021	Maharashtra	Cucumber	37.55	36.55	7170.15
9032024	Maharashtra	Rice	50.27	34.94	3211.09
22122021	Karnataka	Barley	21.6	19.5	2310.49
13062023	Karnataka	Cucumber	35.29	32.36	18043.87
2042023	Bihar	Barley	26.44	11.84	2557.56
13112023	Karnataka	Onion	31.36	24.93	23865.5
14122024	Maharashtra	Onion	28.46	28.79	22221.57
14082020	Bihar	Potato	39.89	23.75	11564.86
18032024	Haryana	Rice	54.4	26.85	4189.3
14092023	Maharashtra	Cucumber	29.92	22.55	14147.85
7122020	Maharashtra	Tomato	23.94	22.13	31794.33
15022020	Uttar Pradesh	Wheat	32.98	21.71	4744.37
9122024	Punjab	Onion	27.04	24.04	16327.78
22052022	Uttar Pradesh	Rice	46.86	34.57	3837.9
29072023	Punjab	Potato	30.24	23.47	23258.79
4012023	Haryana	Barley	28.42	17.7	2956.53
30122024	West Bengal	Barley	19.93	25.29	2445.72
19072024	Tamil Nadu	Onion	31.61	26.26	15483.81
28102023	Bihar	Potato	32.38	17.63	16858.77
28102022	Bihar	Rice	49.04	33.32	5414.92
25062024	Punjab	Barley	19.72	14.34	2370.1
22082020	Bihar	Onion	29.53	17.94	13488.44
11072023	Haryana	Wheat	26.39	22.27	5277.84
23032021	Maharashtra	Cucumber	40.87	24.84	11769.0
22012021	Haryana	Potato	37.56	19.77	27324.15
1042022	Uttar Pradesh	Rice	51.27	37.01	3499.49
8032023	Bihar	Onion	26.08	26.45	19698.5
6122024	Karnataka	Potato	35.78	17.1	13206.82
3092022	West Bengal	Wheat	23.0	18.9	3437.64
2092022	Punjab	Rice	43.15	27.29	3119.7
20112022	Bihar	Rice	40.98	29.83	5150.1
9022020	West Bengal	Potato	39.68	19.82	31989.45
16082024	West Bengal	Cucumber	33.19	27.43	7637.02
29112021	West Bengal	Cucumber	39.42	30.75	11436.33
3042022	Haryana	Tomato	31.68	23.39	27970.04
22042020	Punjab	Onion	29.7	23.77	15616.64
11072020	Haryana	Tomato	31.31	24.45	21696.99
29092023	Punjab	Wheat	32.67	20.58	3580.06
10052020	West Bengal	Rice	44.95	33.53	3314.89
17022020	Uttar Pradesh	Rice	43.79	25.76	3234.27
9092021	West Bengal	Onion	23.0	24.18	15559.63
3042024	Tamil Nadu	Wheat	29.48	24.93	2878.76
26092021	Karnataka	Potato	22.8	19.41	13049.28
20102021	Haryana	Barley	20.72	18.29	3136.47
16012021	Maharashtra	Rice	49.67	31.43	4669.42
23072024	Bihar	Wheat	33.21	21.33	4027.47
27032020	Maharashtra	Barley	26.55	18.55	3122.45
29032024	Bihar	Cucumber	28.24	27.12	23960.07
1102020	Karnataka	Rice	47.21	30.97	5084.42
14102022	Uttar Pradesh	Tomato	37.94	23.12	35320.42
14122024	Haryana	Cucumber	33.33	28.42	9875.77
19102020	Karnataka	Potato	32.64	23.63	23600.6
8122023	Uttar Pradesh	Barley	16.84	20.16	3510.61
1122022	Uttar Pradesh	Rice	55.2	25.02	4151.51
2042021	Bihar	Rice	50.15	32.23	4956.35
25122024	Maharashtra	Onion	31.15	32.17	11976.12
29022024	Maharashtra	Wheat	23.46	24.15	4011.32
3102022	Karnataka	Rice	41.19	35.22	4330.31
25072023	Tamil Nadu	Rice	38.82	35.88	3616.31
5102022	Haryana	Onion	28.12	24.04	14469.82
2032024	West Bengal	Onion	27.44	25.4	24405.09
22082024	Maharashtra	Rice	47.24	26.66	2737.6
30022024	Tamil Nadu	Barley	29.69	23.87	1872.36
19072024	Tamil Nadu	Wheat	25.79	26.11	4537.94
1062022	Haryana	Wheat	20.81	15.42	1750.0
11042024	Maharashtra	Potato	35.55	20.28	24868.7
15092023	Punjab	Cucumber	38.84	25.68	13250.92
20092020	Uttar Pradesh	Potato	30.77	17.26	25592.14
1122020	Haryana	Wheat	27.94	18.89	2843.33
29032024	West Bengal	Barley	29.39	17.63	3116.82
7022021	West Bengal	Cucumber	26.88	27.71	18254.24
27072023	Maharashtra	Cucumber	38.77	34.23	8729.64
27072022	Punjab	Tomato	39.34	28.37	18096.46
2102021	Bihar	Onion	28.17	24.16	26733.03
24022024	Tamil Nadu	Onion	30.9	29.95	21098.34
27072022	Haryana	Wheat	33.94	21.33	4008.83
3032020	West Bengal	Onion	25.82	23.91	26207.35
2122024	Punjab	Wheat	31.09	21.14	3264.06
23062022	Bihar	Barley	22.66	19.46	4080.9
15072024	Punjab	Wheat	34.55	22.08	3692.18
16082023	Bihar	Barley	18.68	21.19	1826.14
5072023	Karnataka	Onion	28.69	27.58	19075.11
16112020	Punjab	Potato	37.57	18.36	22073.45
14052022	Tamil Nadu	Potato	32.5	21.36	26518.73
11092023	Bihar	Tomato	28.63	23.94	25614.61
26102020	Punjab	Potato	32.17	19.63	15151.98
1042024	Uttar Pradesh	Barley	28.17	21.2	2254.25
24042023	Tamil Nadu	Cucumber	26.47	31.74	23923.03
3082020	Tamil Nadu	Cucumber	28.44	32.73	13209.26
1092020	Haryana	Potato	34.26	18.46	19502.61
28122024	West Bengal	Tomato	27.78	27.14	34719.78
6122024	Tamil Nadu	Tomato	35.55	30.68	26864.25
22082022	Maharashtra	Barley	32.31	16.17	2033.83
1122023	Uttar Pradesh	Wheat	25.36	21.17	3759.21
21102022	Uttar Pradesh	Cucumber	38.59	23.37	13665.26
30012022	West Bengal	Tomato	28.72	27.51	34630.99
15012024	West Bengal	Barley	19.21	23.16	3456.7
27062020	Tamil Nadu	Onion	16.34	30.63	17306.08
8032023	West Bengal	Wheat	27.17	25.49	3885.78
2092022	Bihar	Rice	52.02	28.38	3843.25
11092021	Uttar Pradesh	Rice	52.06	35.5	3869.37
3042022	Karnataka	Tomato	25.89	25.65	21326.98
13112024	Uttar Pradesh	Cucumber	35.62	28.19	19043.11
30052024	Tamil Nadu	Cucumber	30.48	27.68	16618.87
27122023	Tamil Nadu	Onion	27.9	23.35	13650.8
17042022	Maharashtra	Potato	37.39	24.99	20996.35
8042024	Maharashtra	Wheat	23.53	23.28	3590.64
13102023	Uttar Pradesh	Tomato	31.31	26.05	37778.46
7102024	Karnataka	Tomato	35.32	25.88	32122.87
30062021	West Bengal	Barley	29.9	25.98	1836.97
23082021	Tamil Nadu	Tomato	35.95	28.35	31764.25
12102023	Uttar Pradesh	Cucumber	31.18	30.47	8663.28
18052022	Bihar	Barley	20.0	16.09	3007.88
20082022	Haryana	Cucumber	31.27	28.86	23420.1
30012020	West Bengal	Rice	50.35	29.15	4957.47
8012020	Bihar	Potato	27.95	23.12	18217.35
14012020	Tamil Nadu	Potato	28.95	28.25	19320.82
23062020	Bihar	Rice	53.73	34.96	3884.38
3012024	Bihar	Cucumber	30.37	29.24	13580.01
3102023	Uttar Pradesh	Wheat	26.57	21.14	4383.65
4052020	Uttar Pradesh	Rice	42.41	30.19	4332.27
12072023	Karnataka	Cucumber	32.08	31.65	16195.55
2032023	Bihar	Potato	25.39	15.88	23408.42
22052024	Karnataka	Potato	32.79	20.25	22243.19
20122021	Uttar Pradesh	Tomato	35.53	26.38	31515.15
1102020	Uttar Pradesh	Rice	38.41	31.57	4382.88
24122023	Maharashtra	Barley	20.5	13.75	1485.72
14022022	Tamil Nadu	Rice	42.28	36.98	4365.12
13102021	Uttar Pradesh	Wheat	26.66	15.54	2272.69
23012022	Maharashtra	Tomato	36.54	20.41	14000.0
23032021	Punjab	Tomato	25.42	25.11	30148.39
18012022	Punjab	Wheat	24.36	17.08	3664.39
28012024	Uttar Pradesh	Barley	21.33	23.35	2471.45
17022021	Haryana	Tomato	34.08	19.97	25559.22
9012020	Uttar Pradesh	Tomato	27.22	24.25	23695.87
13052020	Punjab	Cucumber	33.16	24.64	8969.94
18072022	Haryana	Onion	21.34	26.91	21527.75
23112022	Bihar	Barley	26.56	14.58	2981.57
5072024	Uttar Pradesh	Potato	34.26	16.96	25392.45
4012020	Tamil Nadu	Potato	27.48	24.05	23971.74
26062024	Maharashtra	Wheat	28.77	19.77	2645.94
6062023	Haryana	Wheat	28.87	21.95	4239.66
22072024	Bihar	Wheat	27.81	20.18	3106.19
10112024	Haryana	Rice	49.28	35.47	4639.79
2012022	Bihar	Onion	21.02	23.21	26827.43
12122023	Tamil Nadu	Potato	37.53	21.94	24047.43
25042021	Karnataka	Cucumber	40.04	29.94	14190.72
29062021	Bihar	Potato	37.87	16.81	25539.5
22012022	Haryana	Rice	54.14	34.65	4577.84
15052021	Punjab	Barley	18.38	12.76	1971.93
10112020	Punjab	Onion	28.17	27.15	22439.24
14122023	Maharashtra	Tomato	25.59	26.16	30411.01
13012023	Haryana	Tomato	35.38	23.77	28026.34
23122024	Uttar Pradesh	Onion	24.62	24.28	24080.47
30082021	Haryana	Onion	33.27	23.66	18520.54
21052024	Maharashtra	Onion	34.55	23.86	24813.84
